caldt,b30ret,b30ind,b10ret,b10ind,b2ret,b2ind,b1ret,b1ind,t90ret,t90ind,t30ret,t30ind,cpiret,cpiind
2002-03-28,-0.050435,964.986100,-0.036790,1094.65300,-0.008508,1008.05800,-0.002648,977.962200,0.001376,799.452900,0.001341,667.803900,0.005624,420.7
2002-04-30,0.036252,999.968700,0.029382,1126.81600,0.013578,1021.74500,0.007708,985.500300,0.001669,800.787100,0.001546,668.836300,0.005593,423.1
2002-05-31,0.002146,1002.11500,0.008136,1135.98400,0.004414,1026.25500,0.002214,987.682200,0.001607,802.074000,0.001442,669.800500,0.000000,423.1
2002-06-28,0.018716,1020.87000,0.021555,1160.47000,0.009430,1035.93300,0.005796,993.406800,0.001432,803.222600,0.001312,670.679300,0.000556,423.3
2002-07-31,0.035049,1056.65100,0.030770,1196.17800,0.015878,1052.38100,0.005072,998.445400,0.001556,804.472400,0.001507,671.690000,0.001112,423.8
2002-08-30,0.060110,1120.16600,0.030178,1232.27600,0.004572,1057.19300,0.000968,999.411900,0.001467,805.652600,0.001402,672.631700,0.003331,425.2
2002-09-30,0.042904,1168.22600,0.046890,1290.05700,0.010277,1068.05800,0.004035,1003.44500,0.001606,806.946400,0.001414,673.582800,0.001660,425.9
2002-10-31,-0.041985,1119.17800,-0.020221,1263.97100,0.002358,1070.57600,0.002565,1006.01800,0.001475,808.136700,0.001334,674.481700,0.001657,426.6
2002-11-29,-0.003344,1115.43500,-0.021163,1237.22200,-0.005049,1065.17100,-0.000347,1005.66900,0.001557,809.395000,0.001166,675.268100,0.000000,426.6
2002-12-31,0.042637,1162.99400,0.035968,1281.72200,0.011089,1076.98300,0.004480,1010.17500,0.001199,810.365400,0.001079,675.996700,-0.002206,425.6
2003-01-31,-0.004782,1157.43300,-0.008285,1271.10300,0.000875,1077.92500,0.000443,1010.62200,0.001084,811.243900,0.000934,676.628300,0.004422,427.5
2003-02-28,0.029008,1191.00700,0.026230,1304.44400,0.005203,1083.53300,0.001683,1012.32300,0.000850,811.933400,0.000871,677.217600,0.007705,430.8
2003-03-31,-0.017930,1169.65300,-0.005651,1297.07300,0.001900,1085.59200,0.002141,1014.49000,0.001198,812.906100,0.001020,677.908300,0.006008,433.4
2003-04-30,0.011381,1182.96400,-0.000069,1296.98300,0.001626,1087.35700,0.001039,1015.54400,0.000930,813.662100,0.000939,678.544900,-0.002172,432.5
2003-05-30,0.064188,1258.89600,0.042443,1352.03100,0.004609,1092.36900,0.001078,1016.63900,0.000958,814.441600,0.000903,679.157600,-0.001632,431.8
2003-06-30,-0.023214,1229.67200,-0.009082,1339.75200,0.002200,1094.77200,0.002162,1018.83700,0.001439,815.613600,0.000984,679.825900,0.001090,432.2
2003-07-31,-0.104917,1100.65900,-0.066819,1250.23100,-0.006811,1087.31600,-0.000905,1017.91500,0.000746,816.222000,0.000674,680.284300,0.001089,432.7
2003-08-29,0.023022,1125.99800,0.004672,1256.07200,-0.002283,1084.83300,0.000532,1018.45700,0.000717,816.807300,0.000689,680.753000,0.003806,434.4
2003-09-30,0.055228,1188.18500,0.046768,1314.81600,0.012150,1098.01400,0.003814,1022.34100,0.001072,817.682900,0.000865,681.341900,0.003250,435.8
2003-10-31,-0.031384,1150.89500,-0.024426,1282.70000,-0.005100,1092.41400,-0.000772,1021.55200,0.000774,818.315800,0.000700,681.819200,-0.001080,435.3
2003-11-28,0.004057,1155.56400,0.001662,1284.83200,-0.001446,1090.83400,-0.000455,1021.08700,0.000804,818.973700,0.000725,682.313400,-0.002703,434.1
2003-12-31,0.013211,1170.83000,0.010311,1298.08000,0.006885,1098.34500,0.003836,1025.00400,0.000971,819.768900,0.000831,682.880400,-0.001084,433.6
2004-01-30,0.019525,1193.69100,0.012966,1314.91100,0.002965,1101.60100,0.001233,1026.26800,0.000868,820.480500,0.000696,683.355700,0.004883,435.8
2004-02-27,0.021635,1219.51600,0.017481,1337.89700,0.005320,1107.46200,0.001592,1027.90200,0.000663,821.024500,0.000623,683.781500,0.005400,438.1
2004-03-31,0.014178,1236.80700,0.014353,1357.10000,0.003441,1111.27300,0.001410,1029.35100,0.000918,821.778200,0.000844,684.358600,0.006445,440.9
2004-04-30,-0.067295,1153.57600,-0.049090,1290.48000,-0.012968,1096.86200,-0.003310,1025.94400,0.000816,822.448700,0.000795,684.902600,0.003202,442.4
2004-05-28,-0.003441,1149.60600,-0.006666,1281.87700,-0.001439,1095.28300,-0.000371,1025.56300,0.000749,823.064700,0.000603,685.315600,0.005851,444.9
2004-06-30,0.011977,1163.37500,0.010107,1294.83300,0.000646,1095.99100,0.000200,1025.76800,0.000819,823.738800,0.000817,685.875500,0.003173,446.4
2004-07-30,0.016703,1182.80700,0.012080,1310.47500,0.003181,1099.47700,0.001789,1027.60300,0.000896,824.476900,0.000919,686.505900,-0.001581,445.6
2004-08-31,0.043186,1233.88800,0.032183,1352.65000,0.008366,1108.67600,0.003512,1031.21200,0.001258,825.514100,0.001116,687.272000,0.000528,445.9
2004-09-30,0.009077,1245.08800,0.002804,1356.44300,-0.001396,1107.12800,-0.000269,1030.93500,0.001327,826.609600,0.001185,688.086200,0.002111,446.8
2004-10-29,0.018720,1268.39600,0.011144,1371.55900,0.003467,1110.96600,0.001553,1032.53600,0.001111,827.527900,0.001129,688.863100,0.005266,449.2
2004-11-30,-0.025773,1235.70500,-0.017663,1347.33300,-0.005720,1104.61100,-0.002025,1030.44500,0.001474,828.747700,0.001541,689.924600,0.000524,449.4
2004-12-31,0.029946,1272.71000,0.013398,1365.38500,0.001828,1106.63100,0.001464,1031.95400,0.002104,830.491400,0.001672,691.077900,-0.003665,447.8
2005-01-31,0.038437,1321.62900,0.009351,1378.15200,-0.000905,1105.62900,0.000604,1032.57700,0.001690,831.894900,0.001661,692.225800,0.002102,448.7
2005-02-28,-0.015657,1300.93600,-0.013112,1360.08200,-0.002707,1102.63600,-0.000387,1032.17700,0.001613,833.236800,0.001641,693.361700,0.005768,451.3
2005-03-31,-0.000930,1299.72600,-0.004518,1353.93700,0.000109,1102.75600,0.001544,1033.77100,0.002385,835.224000,0.002123,694.833600,0.007821,454.8
2005-04-29,0.039067,1350.50300,0.026104,1389.28000,0.006062,1109.44100,0.003691,1037.58700,0.002189,837.052300,0.002072,696.273300,0.006725,457.9
2005-05-31,0.032511,1394.40900,0.018363,1414.79200,0.004763,1114.72600,0.003251,1040.96000,0.002672,839.288900,0.002395,697.940900,-0.001028,457.4
2005-06-30,0.022747,1426.12700,0.009046,1427.59000,0.001778,1116.70800,0.001802,1042.83600,0.002256,841.182400,0.002263,699.520600,0.000514,457.6
2005-07-29,-0.036368,1374.26200,-0.021346,1397.11700,-0.004307,1111.89800,-0.000608,1042.20200,0.002114,842.960600,0.002383,701.187600,0.004627,459.8
2005-08-31,0.035543,1423.10700,0.020806,1426.18500,0.007228,1119.93500,0.004896,1047.30400,0.003081,845.557800,0.002920,703.235000,0.005118,462.1
2005-09-30,-0.041069,1364.66200,-0.018281,1400.11300,-0.003314,1116.22300,-0.000060,1047.24100,0.003136,848.209500,0.002848,705.237900,0.012220,467.8
2005-10-31,-0.022459,1334.01300,-0.011898,1383.45400,-0.000763,1115.37200,0.001098,1048.39100,0.002667,850.471600,0.002728,707.161800,0.002012,468.7
2005-11-30,0.012485,1350.66800,0.006295,1392.16300,0.003289,1119.04000,0.002993,1051.52900,0.003393,853.357300,0.003045,709.315100,-0.008032,464.9
2005-12-30,0.026477,1386.43000,0.011198,1407.75300,0.003983,1123.49700,0.003666,1055.38400,0.003170,856.062400,0.003160,711.556300,-0.004049,463.1
2006-01-31,-0.015976,1364.28000,-0.004563,1401.32900,0.001664,1125.36700,0.001937,1057.42800,0.003212,858.812100,0.003488,714.038200,0.007622,466.6
2006-02-28,0.012809,1381.75500,0.000153,1401.54300,0.000597,1126.03900,0.002138,1059.68900,0.003270,861.620400,0.003322,716.410300,0.002017,467.5
2006-03-31,-0.055518,1305.04300,-0.019782,1373.81800,0.001006,1127.17100,0.002633,1062.47900,0.003923,865.000600,0.003642,719.019600,0.005536,470.1
2006-04-28,-0.038002,1255.44900,-0.008795,1361.73500,0.002915,1130.45700,0.003109,1065.78200,0.003340,867.889700,0.003559,721.578700,0.008509,474.1
2006-05-31,-0.005631,1248.37900,-0.001047,1360.31000,0.001361,1131.99600,0.002628,1068.58300,0.004294,871.616400,0.004195,724.605700,0.004963,476.5
2006-06-30,0.010872,1261.95200,0.003077,1364.49500,0.001500,1133.69400,0.002458,1071.21000,0.003842,874.965100,0.003970,727.482400,0.001975,477.4
2006-07-31,0.023037,1291.02300,0.016418,1386.89800,0.008253,1143.05000,0.005809,1077.43300,0.004207,878.646100,0.003976,730.374800,0.002957,478.8
2006-08-31,0.033521,1334.30000,0.021575,1416.82000,0.007300,1151.39400,0.005217,1083.05400,0.004477,882.579800,0.004283,733.503200,0.001966,479.8
2006-09-29,0.022313,1364.07200,0.011343,1432.89100,0.004989,1157.13900,0.004391,1087.80900,0.004418,886.479000,0.004047,736.471700,-0.004904,477.4
2006-10-31,0.011512,1379.77500,0.007074,1443.02700,0.003894,1161.64400,0.003965,1092.12200,0.003932,889.964700,0.004076,739.473600,-0.005421,474.8
2006-11-30,0.028752,1419.44600,0.013674,1462.75900,0.005344,1167.85200,0.004218,1096.72900,0.004312,893.802200,0.004243,742.611000,-0.001487,474.1
2006-12-29,-0.035085,1369.64500,-0.015746,1439.72700,-0.000605,1167.14600,0.002285,1099.23500,0.004088,897.456100,0.004036,745.608200,0.001489,474.8
2007-01-31,-0.010679,1355.01900,-0.003600,1434.54400,0.001951,1169.42300,0.003995,1103.62600,0.004410,901.413900,0.004328,748.835100,0.003053,476.3
2007-02-28,0.035901,1403.66500,0.019999,1463.23300,0.008344,1179.18000,0.005063,1109.21400,0.003807,904.845500,0.003837,751.708400,0.005350,478.8
2007-03-30,-0.021418,1373.60100,-0.002247,1459.94500,0.004382,1184.34800,0.003904,1113.54400,0.004365,908.795200,0.004257,754.908500,0.009106,483.2
2007-04-30,0.008677,1385.52000,0.006799,1469.87100,0.003723,1188.75700,0.003403,1117.33400,0.004529,912.911100,0.004348,758.190800,0.006496,486.3
2007-05-31,-0.025944,1349.57400,-0.014483,1448.58300,-0.001889,1186.51100,0.002538,1120.17000,0.004487,917.007400,0.004046,761.258700,0.006111,489.3
2007-06-29,-0.013263,1331.67500,-0.006804,1438.72700,0.004189,1191.48200,0.004246,1124.92600,0.003801,920.492900,0.003918,764.241300,0.001938,490.2
2007-07-31,0.039013,1383.62700,0.023884,1473.08900,0.010287,1203.73800,0.006321,1132.03700,0.004037,924.208900,0.003962,767.269200,-0.000254,490.1
2007-08-31,0.014998,1404.37900,0.017130,1498.32300,0.010008,1215.78500,0.007002,1139.96300,0.005694,929.471300,0.004205,770.495700,-0.001834,489.2
2007-09-28,0.002330,1407.65100,-0.000440,1497.66400,0.006878,1224.14800,0.005447,1146.17200,0.003905,933.100900,0.003347,773.074500,0.002756,490.6
2007-10-31,0.018432,1433.59700,0.013082,1517.25700,0.004278,1229.38500,0.003567,1150.26100,0.003145,936.035600,0.003212,775.557600,0.002139,491.6
2007-11-30,0.062646,1523.40600,0.044192,1584.30700,0.020658,1254.78100,0.011388,1163.36000,0.004658,940.395600,0.003395,778.190600,0.005940,494.5
2007-12-31,-0.008740,1510.09200,-0.003627,1578.56100,0.001824,1257.07000,0.001147,1164.69400,0.002879,943.103000,0.002921,780.463700,-0.000671,494.2
2008-01-31,0.025452,1548.52600,0.038355,1639.10700,0.020304,1282.59300,0.013061,1179.90600,0.005008,947.826100,0.002430,782.360200,0.004971,496.7
2008-02-29,-0.007590,1536.77300,0.009265,1654.29300,0.009926,1295.32400,0.005399,1186.27700,0.001676,949.414600,0.001325,783.396800,0.002904,498.1
2008-03-31,0.022067,1570.68500,0.011256,1672.91400,0.003037,1299.25800,0.002887,1189.70200,0.002430,951.721700,0.001869,784.861000,0.008668,502.4
2008-04-30,-0.025128,1531.21700,-0.016442,1645.40800,-0.012268,1283.31900,-0.002938,1186.20600,0.001126,952.793300,0.001025,785.665400,0.006065,505.5
2008-05-30,-0.036625,1475.13600,-0.018756,1614.54600,-0.005992,1275.62900,-0.001104,1184.89700,0.000221,953.003900,0.000946,786.408700,0.008421,509.7
2008-06-30,0.036209,1528.54900,0.010754,1631.90900,0.003551,1280.15900,0.001278,1186.41100,0.001831,954.748800,0.001750,787.784900,0.010077,514.9
2008-07-31,-0.004120,1522.25200,0.005155,1640.32200,0.005230,1286.85400,0.003177,1190.18000,0.001720,956.391000,0.001440,788.919400,0.005251,517.6
2008-08-29,0.028500,1565.63600,0.015313,1665.44000,0.004534,1292.68900,0.002366,1192.99600,0.001413,957.742400,0.001282,789.930800,-0.003992,515.5
2008-09-30,0.022100,1600.23600,0.000875,1666.89700,0.010026,1305.65000,0.005113,1199.09600,0.002546,960.180800,0.001530,791.139300,-0.001383,514.8
2008-10-31,-0.006968,1589.08600,-0.028592,1619.23700,0.012592,1322.09000,0.005218,1205.35300,0.001208,961.340700,0.000792,791.766200,-0.010101,509.6
2008-11-28,0.172202,1862.73000,0.085378,1757.48500,0.012121,1338.11500,0.007170,1213.99500,0.001024,962.325100,0.000228,791.946700,-0.019153,499.8
2008-12-31,0.146556,2135.72400,0.056872,1857.43600,0.006517,1346.83600,0.003890,1218.71800,0.000063,962.385800,0.000029,791.969700,-0.010342,494.7
2009-01-30,-0.147382,1820.95700,-0.044454,1774.86600,-0.004086,1341.33300,-0.001545,1216.83500,-0.000038,962.349200,0.000023,791.987900,0.004352,496.8
2009-02-27,-0.016446,1791.00900,-0.001920,1771.45800,-0.000711,1340.37900,-0.001389,1215.14500,0.000280,962.618700,0.000147,792.104300,0.004973,499.3
2009-03-31,0.035141,1853.94700,0.032910,1829.75700,0.005159,1347.29400,0.001434,1216.88700,0.000351,962.956500,0.000159,792.230200,0.002432,500.5
2009-04-30,-0.084469,1697.34600,-0.035782,1764.28400,-0.001117,1345.78900,0.001908,1219.20900,0.000359,963.302200,0.000125,792.329300,0.002496,501.7
2009-05-29,-0.045676,1619.81800,-0.016442,1735.27600,0.000831,1346.90700,0.000361,1219.64900,0.000118,963.415900,0.000017,792.342800,0.002889,503.2
2009-06-30,0.004932,1627.80700,0.002851,1740.22300,-0.002294,1343.81800,0.000567,1220.34100,0.000108,963.520000,0.000075,792.402200,0.008590,507.5
2009-07-31,0.008809,1642.14600,0.008263,1754.60300,0.001920,1346.39800,0.001105,1221.68900,0.000196,963.708800,0.000119,792.496300,-0.001586,506.7
2009-08-31,0.024428,1682.26100,0.010147,1772.40700,0.004433,1352.36600,0.001488,1223.50700,0.000241,963.941000,0.000116,792.588200,0.002243,507.8
2009-09-30,0.024697,1723.80700,0.010322,1790.70100,0.002416,1355.63400,0.000799,1224.48400,0.000250,964.182000,0.000079,792.650900,0.000625,508.2
2009-10-30,-0.024902,1680.88100,-0.003575,1784.30000,0.002946,1359.62700,-0.000021,1224.45900,0.000195,964.370000,0.000040,792.682500,0.000963,508.7
2009-11-30,0.007070,1692.76500,0.018977,1818.16000,0.006743,1368.79500,0.001892,1226.77500,0.000104,964.470300,0.000004,792.685700,0.000708,509.0
2009-12-31,-0.065857,1581.28500,-0.037937,1749.18500,-0.006970,1359.25500,-0.001166,1225.34500,0.000066,964.534000,0.000062,792.735200,-0.001761,508.1
2010-01-29,0.027458,1624.70400,0.020794,1785.55700,0.008927,1371.38900,0.003246,1229.32200,0.000062,964.593800,0.000028,792.757500,0.003417,509.9
2010-02-26,-0.007625,1612.31500,0.002013,1789.15200,0.001837,1373.90800,-0.000473,1228.74100,0.000015,964.608300,0.000010,792.765300,0.000249,510.0
2010-03-31,-0.020685,1578.96400,-0.014015,1764.07700,-0.001592,1371.72100,-0.000869,1227.67300,0.000042,964.648800,0.000068,792.819300,0.004106,512.1
2010-04-30,0.035545,1635.08900,0.016503,1793.18900,0.002381,1374.98700,0.000162,1227.87200,0.000129,964.773200,0.000111,792.907300,0.001737,513.0
2010-05-28,0.053633,1722.78300,0.025297,1838.55200,0.005645,1382.74900,0.000695,1228.72600,0.000129,964.897700,0.000112,792.996100,0.000775,513.4
2010-06-30,0.059823,1825.84600,0.033851,1900.78800,0.004265,1388.64600,0.001116,1230.09700,0.000118,965.011500,0.000127,793.096800,-0.000976,512.9
2010-07-30,-0.013918,1800.43300,0.007935,1915.87100,0.001881,1391.25800,0.000856,1231.15000,0.000176,965.181400,0.000142,793.209400,0.000211,513.0
2010-08-31,0.087271,1957.55900,0.035527,1983.93600,0.001747,1393.68900,0.001025,1232.41200,0.000145,965.321300,0.000126,793.309400,0.001381,513.7
2010-09-30,-0.027617,1903.49700,-0.001971,1980.02600,0.001503,1395.78300,0.000346,1232.83800,0.000044,965.363800,0.000125,793.408600,0.000582,514.0
2010-10-29,-0.047609,1812.87400,-0.005208,1969.71400,0.002339,1399.04800,0.000304,1233.21300,0.000159,965.517300,0.000112,793.497400,0.001245,514.6
2010-11-30,-0.018945,1778.52900,-0.007214,1955.50400,-0.002914,1394.97100,-0.000524,1232.56700,0.000046,965.561700,0.000114,793.587900,0.000421,514.8
2010-12-31,-0.033938,1718.16900,-0.038909,1879.41800,-0.001872,1392.36000,-0.000083,1232.46400,0.000220,965.774100,0.000140,793.698700,0.001718,515.7
2011-01-31,-0.033947,1659.84200,-0.000224,1878.99700,0.001807,1394.87600,0.001078,1233.79300,0.000058,965.830100,0.000066,793.751100,0.004763,518.2
2011-02-28,0.013722,1682.61900,-0.000203,1878.61500,-0.001240,1393.14600,0.000241,1234.09000,0.000142,965.967300,0.000122,793.847900,0.004931,520.7
2011-03-31,0.002477,1686.78600,-0.000481,1877.71200,-0.001361,1391.25000,0.000077,1234.18500,0.000237,966.196200,0.000067,793.900900,0.009751,525.8
2011-04-29,0.021352,1722.80300,0.014547,1905.02700,0.005492,1398.89100,0.000672,1235.01500,0.000208,966.397200,0.000053,793.943000,0.006439,529.2
2011-05-31,0.034299,1781.89300,0.024937,1952.53200,0.003772,1404.16800,0.001021,1236.27600,0.000064,966.459000,0.000013,793.953300,0.004704,531.7
2011-06-30,-0.020786,1744.85500,-0.005928,1940.95800,0.001331,1406.03700,0.000198,1236.52000,0.000103,966.558600,0.000035,793.981400,-0.001071,531.1
2011-07-29,0.045984,1825.09000,0.031082,2001.28700,0.002698,1409.83000,-0.000921,1235.38200,-0.000083,966.478400,-0.000028,793.959200,0.000886,531.6
2011-08-31,0.100097,2007.77600,0.047503,2096.35400,0.003605,1414.91200,0.001945,1237.78400,0.000231,966.701600,0.000083,794.025100,0.002758,533.0
2011-09-30,0.138029,2284.90700,0.029468,2158.12900,-0.001143,1413.29500,-0.001243,1236.24600,0.000008,966.709300,-0.000001,794.024300,0.001518,533.9
2011-10-31,-0.037082,2200.17900,-0.012101,2132.01400,0.001335,1415.18200,0.000650,1237.04900,0.000025,966.733500,0.000014,794.035400,-0.002063,532.8
2011-11-30,0.021636,2247.78200,0.008685,2150.53000,0.000186,1415.44500,0.000291,1237.40900,0.000006,966.739300,0.000004,794.038600,-0.000844,532.3
2011-12-30,0.034102,2324.43500,0.019019,2191.43100,0.000491,1416.14000,-0.000495,1236.79700,-0.000009,966.730600,0.000000,794.038600,-0.002467,531.0
2012-01-31,-0.005795,2310.96500,0.008827,2210.77500,0.000864,1417.36400,0.000450,1237.35300,-0.000048,966.684200,-0.000002,794.037000,0.004400,533.3
2012-02-29,-0.024496,2254.35600,-0.010592,2187.35800,-0.001303,1415.51700,-0.000635,1236.56800,0.000018,966.701600,0.000031,794.061600,0.004403,535.7
2012-03-30,-0.044988,2152.93700,-0.019458,2144.79700,-0.000274,1415.12900,-0.000285,1236.21500,0.000088,966.786700,0.000046,794.098100,0.007595,539.7
2012-04-30,0.047272,2254.71100,0.028413,2205.73700,0.002289,1418.36800,0.000716,1237.10000,0.000036,966.821500,0.000029,794.121200,0.003021,541.4
2012-05-31,0.098554,2476.92100,0.031440,2275.08500,0.000290,1418.78000,0.000108,1237.23400,0.000175,966.990700,0.000065,794.172500,-0.001173,540.7
2012-06-29,-0.019824,2427.81900,-0.006625,2260.01300,-0.000607,1417.91800,-0.000491,1236.62700,0.000095,967.082500,0.000022,794.190000,-0.001466,539.9
2012-07-31,0.044671,2536.27200,0.015792,2295.70300,0.002624,1421.63900,0.001154,1238.05400,0.000102,967.181200,0.000032,794.215400,-0.001630,539.1
2012-08-31,-0.019212,2487.54500,-0.002442,2290.09700,-0.000251,1421.28200,-0.000172,1237.84100,0.000123,967.300100,0.000050,794.255100,0.005565,542.1
2012-09-28,-0.028056,2417.75500,-0.006372,2275.50400,0.000019,1421.30900,0.000157,1238.03500,0.000109,967.405600,0.000067,794.308300,0.004462,544.5
2012-10-31,-0.003986,2408.11700,-0.002909,2268.88500,-0.000574,1420.49300,0.000080,1238.13400,0.000067,967.470400,0.000037,794.337700,-0.000389,544.3
2012-11-30,0.013069,2439.58900,0.009380,2290.16700,0.001030,1421.95600,0.000265,1238.46200,0.000195,967.659100,0.000085,794.405200,-0.004738,541.7
2012-12-31,-0.025503,2377.37200,-0.008797,2270.02000,0.000428,1422.56500,0.000379,1238.93200,0.000118,967.773300,0.000103,794.487300,-0.002693,540.2
2013-01-31,-0.040356,2281.43100,-0.014939,2236.10900,0.000317,1423.01600,0.000448,1239.48700,0.000019,967.791600,0.000022,794.504500,0.002957,541.8
2013-02-28,0.016490,2319.05200,0.011635,2262.12600,0.000928,1424.33700,0.000347,1239.91700,0.000017,967.808100,0.000054,794.547300,0.008190,546.3
2013-03-28,-0.000857,2317.06400,0.003768,2270.64900,0.000045,1424.40100,0.000170,1240.12700,0.000143,967.946500,0.000041,794.580000,0.002615,547.7
2013-04-30,0.047396,2426.88400,0.017563,2310.52900,0.001233,1426.15700,0.000714,1241.01300,0.000165,968.106200,0.000037,794.609300,-0.001040,547.1
2013-05-31,-0.069915,2257.20800,-0.031221,2238.39200,-0.001478,1424.04900,-0.000074,1240.92100,0.000093,968.196200,0.000012,794.619200,0.001780,548.1
2013-06-28,-0.039381,2168.31700,-0.029891,2171.48400,-0.000671,1423.09400,-0.000038,1240.87400,0.000053,968.247500,0.000013,794.629600,0.002400,549.4
2013-07-31,-0.022609,2119.29400,-0.004527,2161.65400,0.001729,1425.55400,0.000688,1241.72800,0.000048,968.294000,0.000009,794.636700,0.000394,549.6
2013-08-30,-0.014221,2089.15500,-0.012869,2133.83500,-0.001446,1423.49300,-0.000054,1241.66100,0.000072,968.363700,0.000009,794.643800,0.001203,550.3
2013-09-30,0.005859,2101.39600,0.017924,2172.08200,0.002603,1427.19800,0.000888,1242.76300,0.000040,968.402500,0.000008,794.650200,0.001163,550.9
2013-10-31,0.011250,2125.03600,0.006915,2187.10200,0.000952,1428.55700,0.000122,1242.91500,-0.000018,968.385000,0.000017,794.663900,-0.002575,549.5
2013-11-29,-0.027712,2066.14700,-0.012242,2160.32800,0.000946,1429.90800,0.000042,1242.96700,0.000063,968.446000,0.000032,794.689300,-0.002042,548.4
2013-12-31,-0.024415,2015.70200,-0.021754,2113.33200,-0.001519,1427.73600,0.000129,1243.12700,0.000122,968.564200,0.000023,794.707600,-0.000086,548.4
2014-01-31,0.071553,2159.93200,0.035655,2188.68300,0.001843,1430.36700,0.000323,1243.52900,0.000149,968.708500,0.000012,794.717500,0.003720,550.4
2014-02-28,0.006347,2173.64100,0.004406,2198.32600,0.001181,1432.05700,0.000266,1243.86000,-0.000023,968.686200,0.000045,794.753300,0.003698,552.4
2014-03-31,0.007645,2190.25800,-0.003934,2189.67800,-0.000862,1430.82200,0.000359,1244.30600,0.000096,968.779200,0.000028,794.775500,0.006440,556.0
2014-04-30,0.020936,2236.11400,0.008401,2208.07300,0.001172,1432.49900,0.000680,1245.15200,0.000053,968.830600,0.000015,794.787400,0.003297,557.8
2014-05-30,0.029464,2301.99900,0.019114,2250.27800,0.001989,1435.34800,-0.000006,1245.14500,0.000029,968.858700,0.000008,794.793800,0.003493,559.8
2014-06-30,-0.003218,2294.59100,-0.002418,2244.83700,-0.000501,1434.62900,0.000004,1245.15000,0.000042,968.899400,0.000020,794.809700,0.001862,560.8
2014-07-31,0.011048,2319.94100,-0.000160,2244.47800,-0.000246,1434.27600,0.000281,1245.50000,0.000047,968.944900,0.000013,794.819900,-0.000390,560.6
2014-08-29,0.049426,2434.60700,0.018782,2286.63400,0.001195,1435.99000,0.000623,1246.27600,0.000022,968.966200,0.000003,794.822300,-0.001671,559.7
2014-09-30,-0.019667,2386.72500,-0.010631,2262.32500,-0.000068,1435.89300,0.000191,1246.51400,0.000047,969.011700,0.000004,794.825500,0.000753,560.1
2014-10-31,0.028148,2453.90700,0.013129,2292.02700,0.002620,1439.65500,0.000190,1246.75000,0.000001,969.012700,0.000012,794.835400,-0.002512,558.7
2014-11-28,0.036108,2542.51300,0.014195,2324.56200,0.001547,1441.88200,0.000189,1246.98600,0.000034,969.045700,-0.000001,794.834600,-0.005399,555.6
2014-12-31,0.030158,2619.19000,0.001414,2327.84900,-0.002899,1437.70200,-0.000691,1246.12400,0.000001,969.046700,0.000005,794.838600,-0.005670,552.5
2015-01-30,0.114344,2918.67800,0.042437,2426.63600,0.005300,1445.32200,0.001475,1247.96200,0.000119,969.162000,0.000013,794.848900,-0.004706,549.9
2015-02-27,-0.068324,2719.26300,-0.025087,2365.75900,-0.002444,1441.78900,-0.000415,1247.44500,-0.000005,969.157100,-0.000021,794.832200,0.004343,552.3
2015-03-31,0.013546,2756.09800,0.008165,2385.07500,0.002385,1445.22800,0.000509,1248.08000,-0.000023,969.134800,-0.000008,794.825900,0.005952,555.6
2015-04-30,-0.039438,2647.40300,-0.007956,2366.10000,0.000965,1446.62300,0.000592,1248.81800,0.000080,969.212300,0.000029,794.849000,0.002033,556.7
2015-05-29,-0.030017,2567.93600,-0.003817,2357.06800,0.000521,1447.37600,0.000272,1249.15800,0.000038,969.249200,-0.000005,794.845100,0.005097,559.5
2015-06-30,-0.044036,2454.85400,-0.018369,2313.77100,0.000394,1447.94700,-0.000054,1249.09100,0.000029,969.277300,0.000004,794.848200,0.003503,561.5
2015-07-31,0.046044,2567.88500,0.015146,2348.81600,0.000750,1449.03300,0.000121,1249.24200,0.000006,969.283100,-0.000037,794.818400,0.000067,561.5
2015-08-31,-0.010114,2541.91400,-0.001192,2346.01600,-0.000930,1447.68500,0.000064,1249.32200,0.000136,969.414900,0.000027,794.839900,-0.001416,560.7
2015-09-30,0.024379,2603.88300,0.017817,2387.81500,0.003996,1453.47000,0.001163,1250.77500,0.000022,969.436300,-0.000006,794.835100,-0.001557,559.9
2015-10-30,-0.011085,2575.01900,-0.007517,2369.86600,-0.001092,1451.88300,-0.000404,1250.26900,-0.000129,969.311200,-0.000027,794.813700,-0.000450,559.6
2015-11-30,-0.009328,2550.99900,-0.003500,2361.57100,-0.002638,1448.05300,-0.001749,1248.08300,0.000089,969.397500,0.000020,794.829600,-0.002111,558.4
2015-12-31,-0.006000,2535.69300,-0.003769,2352.67000,-0.000921,1446.71900,0.000003,1248.08600,0.000249,969.638800,0.000103,794.911700,-0.003417,556.5
2016-01-29,0.057283,2680.94500,0.029750,2422.66200,0.006105,1455.55100,0.002525,1251.23800,-0.000057,969.583600,0.000037,794.941100,0.001653,557.4
2016-02-29,0.029668,2760.48400,0.016709,2463.14300,0.001411,1457.60500,0.000392,1251.72800,0.000341,969.914200,0.000205,795.104100,0.000823,557.9
2016-03-31,0.002899,2768.48600,-0.001442,2459.59100,0.001865,1460.32300,0.001369,1253.44200,0.000474,970.373900,0.000190,795.254800,0.004306,560.3
2016-04-29,-0.011362,2737.03100,-0.004458,2448.62600,-0.000426,1459.70100,0.000666,1254.27700,0.000254,970.620400,0.000051,795.295300,0.004741,563.0
